Date Added,category,sellerlink,sellerlink-url,sellerstorefront-url,sellerproductcount,sellerratings,sellerdetails,seller business name,businessaddress,Count of seller brands,Max % of negative seller ratings - last 30 days,Max % of negative seller ratings - last 90 days,Max % of negative seller ratings - last 12 months,Hero Product 1 #ratings,Hero Product 2 #ratings,Sample brand name,Sample Brand URL
15-Nov-20,Garden,Seller 985,Seller 985-link,Seller 985-storefrontlink,1-16 of 598 results,86% positive in the last 12 months (182 ratings),"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Tim Grunert
 Weedness 
 Memeler ring 37
 47495 Rheinberg
 Deutschland
 Telefon: 015787397921
 E-Mail: Timgrunert1@gmx.de
 USt-IdNr.: DE316231090
 
 
 
 
 
 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter ec.europa.eu/odr.
 
 Wir sind seit 07.11.2018 Mitglied der Initiative ""FairCommerce"".
 Nähere Informationen hierzu finden Sie unter fair-commerce.de. 
Die...",VAT Number:DE316231090,,11,25,20,12,2479,235,Visit the Weedness Store,https://www.amazon.de/-/en/stores/Weedness/page/BE7B748C-89FF-45AD-9825-550AA686290D?ref_=ast_bln
15-Nov-20,Garden,Seller 986,Seller 986-link,Seller 986-storefrontlink,"1-16 of over 100,000 results",94% positive in the last 12 months (363 ratings),"Schreibwaren Wegmann, Janos Metz e.K. Inhaber: Janos Metz e.K. Stadtplatz 6 94227 Zwiesel Deutschland Tel.: 09922609490 Fax: 09922609491 E-Mail: info@schreibwaren-wegmann.de Registergericht: Amtsgericht Deggendorf, Registernummer: HRA 3046 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE297175868 Plattform der EU-Kommission zur Online-Streitbeilegung: ec.europa.eu/consumers/odr Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle...","Business Name:Schreibwaren Wegmann, Inh. Janos Metz e.K.",Schreibwaren WegmannStadtplatz 39ZwieselBayern94227DE,16,3,5,4,40684,13311,Visit the TFA Dostmann Store,https://www.amazon.de/-/en/stores/TFA+Dostmann+GmbH+%26+Co+KG/page/EAF5F066-D2DC-42AB-8D1D-9E5898BCA26D?ref_=ast_bln
15-Nov-20,Garden,Seller 987,Seller 987-link,Seller 987-storefrontlink,"1-16 of over 4,000 results",100% positive lifetime (10 total ratings),WEI GUO SHOP is committed to providing each customer with the highest standard of customer service.,Business Name:Lin Xian Li Wei Jia Ju Dian,__________31_Lv LiangShan Xi033214CN,16,0,0,0,11,10,LWG-Pflanzenstand,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=LWG-Pflanzenstand
15-Nov-20,Garden,Seller 988,Seller 988-link,Seller 988-storefrontlink,"1-16 of over 1,000 results",85% positive in the last 12 months (20 ratings),WEI TUTU is committed to providing each customer with the highest standard of customer service.,Business Name:ShanXiZhaoShengPeiQiKeJiYouXianGongSi,ShuoZhouShiShuoChengQuZhangLiaoLuXingYeShangMaoYuan10HaoShangPuShuoZhouShiShanXi/ZhongGuo036002CN,4,0,0,5,66,4,TIUTIU,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=TIUTIU
15-Nov-20,Garden,Seller 989,Seller 989-link,Seller 989-storefrontlink,"1-16 of over 2,000 results",,wei wei bai huo is committed to providing each customer with the highest standard of customer service.,Business Name:xi an shi gao xin qu wei wei bai huo dian,gao xin lu xi bu guo ji guang chang 1 zhuang 14 ceng 21401 hgao xin quxi an shishan xi sheng710075CN,15,0,0,0,253,0,Urn,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Urn
15-Nov-20,Garden,Seller 990,Seller 990-link,Seller 990-storefrontlink,"1-16 of over 9,000 results",100% positive lifetime (4 total ratings),wei ying is committed to providing each customer with the highest standard of customer service.,Business Name:Shenzhenshibaoanquguiyuedingshengdianzichanpinshanghang,bao an qu xin an jie dao chuang ye lu dong cezhan peng qi ye C dong yang nan shang wu dasha703Ashen zhenguang dong518000CN,16,0,0,0,0,0,Gießkannen,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Gie%C3%9Fkannen
15-Nov-20,Garden,Seller 991,Seller 991-link,Seller 991-storefrontlink,"1-16 of over 3,000 results",100% positive lifetime (3 total ratings),wei yv hua jia dian is committed to providing each customer with the highest standard of customer service.,Business Name:lin xian wei yv hua jia dian,lin xian lin jia pingnan gou cunlv liangshan xi033200CN,16,0,0,0,1,1,WEIYV-gang,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=WEIYV-gang
15-Nov-20,Garden,Seller 992,Seller 992-link,Seller 992-storefrontlink,"1-16 of over 1,000 results",97% positive in the last 12 months (697 ratings),"WEIBO Manufakturen GbR

Inhaber:

Evelyn Bocklisch & Oskar Weinfurtner jr.

Schillerstraße 2

99423 Weimar | Deutschland

Telefon Fachgeschäft in Weimar:  +49(0)3643 / 41 48 92 (Tarif der Dt. Telekom)

Fax:  +49(0)3643 / 40 07 97

E-Mail: weibo.manufakturen@gmail.com

 weibo-weimar.de

Steuer-Nr.:162 151 03 408

Umsatzsteuer-Identifikationsnummer

gemäß § 27 a Umsatzsteuergesetz: DE 150 219 240",Business Name:WEIBO Manufakturen GbR,Schillerstrasse2Weimar99423DE,16,3,2,2,2520,954,Reisenthel,https://www.amazon.de/-/en/Reisenthel/b/ref=bl_dp_s_web_1686555031?ie=UTF8&node=1686555031&field-lbr_brands_browse-bin=Reisenthel
15-Nov-20,Garden,Seller 993,Seller 993-link,Seller 993-storefrontlink,"1-16 of over 3,000 results",,WeiCYN is committed to providing each customer with the highest standard of customer service.,Business Name:Dongguanshi Gaobu Weichengxiecaidian,"west side of 1st floor, No. 010, 5th District, Xiansha VillGaolong Road, Gaobu TownDongguanGuangdong523000CN",2,0,0,0,0,0,WeiCYN,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=WeiCYN
15-Nov-20,Garden,Seller 994,Seller 994-link,Seller 994-storefrontlink,1-16 of 871 results,97% positive in the last 12 months (1802 ratings),"Impressum

Gesetzliche Anbieterkennung:

VOSS GmbH & Co. KG
Ohrstedt-Bhf. Nord 5
25885 Wester-Ohrstedt
Deutschland
Telefon: 0484780680
Telefax: 04847673
E-Mail: shop@weidezaun.info
USt-IdNr.: DE310055793 
WEEE-Reg.-Nr.: DE 35840253
eingetragen im Handelsregister des Amtsgerichtes Flensburg
Handelsregisternummer HRA 9110

vertreten durch die persönlich haftende Gesellschafterin
VOSS management GmbH
diese vertreten durch den Geschäftsführer Ove Kamentz, Reiner Voß 
Ohrstedt-Bhf-Nord 5, 25885 Wester-Ohrstedt, Deutsch...",Business Name:VOSS GmbH & Co. KG,Ohrstedt Bhf Nord 5Wester- OhrstedtSchleswig Holseint25885DE,15,3,3,2,1611,1530,VOSS.sonic,https://www.amazon.de/-/en/VOSS-sonic/b/ref=bl_dp_s_web_3194321031?ie=UTF8&node=3194321031&field-lbr_brands_browse-bin=VOSS.sonic
15-Nov-20,Garden,Seller 995,Seller 995-link,Seller 995-storefrontlink,"1-16 of over 6,000 results",96% positive in the last 12 months (46 ratings),WEIEN is committed to providing each customer with the highest standard of customer service.,Business Name:HAERBINJINSHIHUAN KEJIYOUXIANGONGSI,BA LING JIE 138-1 HAONANGANGQUHAERBIN SHIHEI LONGJIANG SHENG150001CN,16,0,0,2,8,3,WEIEN AnschlussKasten,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=WEIEN+AnschlussKasten
15-Nov-20,Garden,Seller 996,Seller 996-link,Seller 996-storefrontlink,"1-16 of over 1,000 results",100% positive lifetime (4 total ratings),WeiFei store is committed to providing each customer with the highest standard of customer service.,Business Name:ShanXiWeiFeiTengDaWangLuoKeJiYouXianGongSi,ZongGaiShiFanQuXueFuYuanQuFaZhanLu2HaoLianHeDaShaA-4-1803ShiTaiYuanShanXi030000CN,15,0,0,0,2,1,Mosquito lamp,https://www.amazon.de/-/en/Mosquito-lamp/b/ref=bl_dp_s_web_14216522031?ie=UTF8&node=14216522031&field-lbr_brands_browse-bin=Mosquito+lamp
15-Nov-20,Garden,Seller 997,Seller 997-link,Seller 997-storefrontlink,"1-16 of over 5,000 results",,WEIGENG08 is committed to providing each customer with the highest standard of customer service.,Business Name:gaoyixianweigengdianzishangwudian,gaoyixiandayingzhendongjiangcuncunxishijiazhuangshihebeisheng050000CN,1,0,0,0,1,0,WEIGENG,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=diy&field-keywords=WEIGENG
15-Nov-20,Garden,Seller 998,Seller 998-link,Seller 998-storefrontlink,1-16 of 734 results,71% positive lifetime (7 total ratings),WeiHaoJian is committed to providing each customer with the highest standard of customer service.,Business Name:QiaoChengQuWeiHaoJianZhuGongChengYouXianGongSi,QiaoChengQuShuangGouZhenWeiZhuangXingZhengCunGaoLouCun2HaoBoZhouShiAnHuiSheng236800CN,2,0,0,0,17,6,WeiHaoJian,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=WeiHaoJian
15-Nov-20,Garden,Seller 999,Seller 999-link,Seller 999-storefrontlink,5 results,79% positive in the last 12 months (14 ratings),"Weihnachtsbaumland
Stephan Mütherich
Bergstr. 33
 D-59889 Esloheinfo@weihnachtsbaumland.deUmsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE815557699Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle weder verpflichtet noch bereit.


Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitb...",Business Name:Weihnachtsbaumland,Bergstraße33Eslohe59889DE,1,0,0,7,58,50,Weihnachtsbaumland,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Weihnachtsbaumland
15-Nov-20,Garden,Seller 1000,Seller 1000-link,Seller 1000-storefrontlink,1-16 of 59 results,100% positive lifetime (1 total ratings),"Hier finden Sie eine kleine Auswahl unserer Produkte: Sonnenfänger, Wandtattoos, Fensterbilder, Wandsticker, Wandbilder, Fenstersticker, Leinwandbilder, Beschriftungen, Werbeschilder, viele schöne Dinge für Zuhause und den Garten! Viel Spaß mit Ihrem neuen Kunstwerk! Verbraucherinformationen Mit der folgenden Verbraucherinformationsseite kommen wir unseren gesetzlichen Informations- und Belehrungspflichten nach. Wir informieren Sie hier über alle Umstände im Zusammenhang mit dem Zustandekommen I...",Business Name:Alexander Kuhnigk,Mindelstrasse 44Neusäß86356DE,8,0,0,0,1225,188,Unbekannt,https://www.amazon.de/-/en/Unbekannt/b/ref=bl_dp_s_web_19533614031?ie=UTF8&node=19533614031&field-lbr_brands_browse-bin=Unbekannt
15-Nov-20,Garden,Seller 1001,Seller 1001-link,Seller 1001-storefrontlink,1-16 of 981 results,90% positive in the last 12 months (39 ratings),WEIHUIMEI is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshiweihuimeikejiyouxiangongsi,yuehaijiedaokejizhongerlushenzhenruanjianyuan14dong502shishenzhennanshanquguangdong518000CN,11,33,11,8,124,79,WEIHUIMEI,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=WEIHUIMEI
15-Nov-20,Garden,Seller 1002,Seller 1002-link,Seller 1002-storefrontlink,1-16 of 504 results,92% positive in the last 12 months (13 ratings),weijiehuanbaokeji is committed to providing each customer with the highest standard of customer service.,Business Name:zhejiangweijiehuanbaokejiyouxiangongsi,changlezhenzhuxicungesixiaoqushengzhoushizhejiangsheng312400CN,5,25,11,8,18,14,Poxl,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Poxl
15-Nov-20,Garden,Seller 1003,Seller 1003-link,Seller 1003-storefrontlink,"1-16 of over 1,000 results",75% positive lifetime (8 total ratings),weilinwang is committed to providing each customer with the highest standard of customer service.,Business Name:HeJinShiZhaoJiaZhuangXiangXingFuXiaoQvRiHuaDian,HeJinShiZhaoJiaZhuangXiangShaoZhuangNongMaoShiChang2HaoLou20HeJinShanXi043300CN,7,0,0,0,4,2,ZHXY,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=ZHXY
15-Nov-20,Garden,Seller 1004,Seller 1004-link,Seller 1004-storefrontlink,"1-16 of over 2,000 results",,WeiLuShop is committed to providing each customer with the highest standard of customer service.,Business Name:ShenZhenShiBaoAnQuFuYongWeiLuDengJuShangHang,FuYongJieDaoBaiShiXiaSheQuWanFuShangYeJie17HaoBaoAnQuShenZhenShi518000CN,6,0,0,0,0,0,WeiLuShop,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=WeiLuShop
15-Nov-20,Garden,Seller 1005,Seller 1005-link,Seller 1005-storefrontlink,"1-16 of over 4,000 results",82% positive in the last 12 months (104 ratings),WeiMay is committed to providing each customer with the highest standard of customer service.,Business Name:guang zhou cui ni mao yi you xian gong si,hai zhu qu hao xin jie 10 haozi bian B28 fangguang zhou shi510000CN,15,21,11,13,359,210,Westeng,https://www.amazon.de/-/en/Westeng/b/ref=bl_dp_s_web_19883683031?ie=UTF8&node=19883683031&field-lbr_brands_browse-bin=Westeng
15-Nov-20,Garden,Seller 1006,Seller 1006-link,Seller 1006-storefrontlink,"1-16 of over 3,000 results",,WEIOUZHOU is committed to providing each customer with the highest standard of customer service.,Business Name:Lanxian fuguangzonghe fuwubu,lanxian xiancheng qiaonanshequlanzhouhuayuan 5haoloudilou 7haomenshiLvliangshiShanxisheng035200CN,4,0,0,0,0,0,YVX,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=YVX
15-Nov-20,Garden,Seller 1007,Seller 1007-link,Seller 1007-storefrontlink,"1-16 of over 4,000 results",,weishengmr is committed to providing each customer with the highest standard of customer service.,Business Name:handanshicongtaiquyunshiwangluojishufuwuyouxiangon,Congtaiqucongtaixilu25haoluchengshangwudaxiaAzuo1904haoHandanshiHebeisheng056001CN,1,0,0,0,1,1,xiaomomo521,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=xiaomomo521
15-Nov-20,Garden,Seller 1008,Seller 1008-link,Seller 1008-storefrontlink,"1-16 of over 60,000 results",94% positive in the last 12 months (7465 ratings),Weisser Berg is committed to providing each customer with the highest standard of customer service.,Business Name:Asia Pacific Elite Ltd,"Room 1111, 11/F.Metroplaza, Tower 2223 Hing Fong RoadKwai Fong, N.T.HK",13,2,2,4,560,481,Visit the sourcing map Store,https://www.amazon.de/-/en/stores/sourcing+map/page/AB765090-6494-45FB-9C53-20DD68CB9FBF?ref_=ast_bln
15-Nov-20,Garden,Seller 1009,Seller 1009-link,Seller 1009-storefrontlink,1-16 of 987 results,,WEITHPING is committed to providing each customer with the highest standard of customer service.,Business Name:HeJinShiLvJiDiGouGouRiZaBaiHuoDian,HeJinShiLvJiDiZhaoXia20Dong2Men7HaoYun Cheng ShiShan Xi Sheng043300CN,15,0,0,0,132,77,WP@Saunen,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=WP%40Saunen
15-Nov-20,Garden,Seller 1010,Seller 1010-link,Seller 1010-storefrontlink,1-16 of 313 results,100% positive in the last 12 months (28 ratings),"Anbieterkennzeichnung:    
 

 
 WeiVa Handelsgesellschaft mbH 
 
 Martinstraße 7 
 
 84571 Reischach 
 
 Tel: 08670/9859892 
 
 Fax: 08670/9859893 
 
 Email: info@weiva.de 
 
 Umsatzsteuer-ID: DE 260422311  
 
 vertreten durch die Geschäftsführer: Oliver Weise und Michael Weise
 
 Registernummer: HRB 18391  
 
 Registergericht: AG Traunstein

 


 


 

 
 


Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der off...",Business Name:WeiVa Handelsgesellschaft mbH,Martinstrasse 7Reischach84571DE,10,0,0,0,114,32,Weiva,https://www.amazon.de/-/en/Weiva/b/ref=bl_dp_s_web_1687575031?ie=UTF8&node=1687575031&field-lbr_brands_browse-bin=Weiva
15-Nov-20,Garden,Seller 1011,Seller 1011-link,Seller 1011-storefrontlink,"1-16 of over 10,000 results",75% positive lifetime (4 total ratings),Weiyulang is committed to providing each customer with the highest standard of customer service.,Business Name:Shang Hai Lang Yu Mao Yi You Xian Gong Si,Jin Shan Gong Ye Qu Ting Wei Gong Lu6558 Hao 9 Zhuang 5461 ShiShang Hai ShiShang Hai Shi200000CN,13,0,0,0,37,1,NINGVONG,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=NINGVONG
15-Nov-20,Garden,Seller 1012,Seller 1012-link,Seller 1012-storefrontlink,"1-16 of over 4,000 results",0% positive lifetime (1 total ratings),WEIZI08 is committed to providing each customer with the highest standard of customer service.,Business Name:shunhequmeiweizixishikuaicandian,shunhehuizuquneihuandonglubeiduan126haoloufu104kaifengshihenansheng475000CN,1,0,0,0,0,0,WEIZI,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=WEIZI
15-Nov-20,Garden,Seller 1013,Seller 1013-link,Seller 1013-storefrontlink,"1-16 of over 4,000 results",75% positive in the last 12 months (57 ratings),weizi720 is committed to providing each customer with the highest standard of customer service.,Business Name:ziboyuxindashangmaoyouxiangongsi,zhangdianqudongyijie8haoyuan1haolou4danyuan202shiziboshishandongsheng255022CN,2,50,27,19,11,2,WXGY,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=WXGY
15-Nov-20,Garden,Seller 1014,Seller 1014-link,Seller 1014-storefrontlink,"1-16 of over 10,000 results",100% positive lifetime (1 total ratings),weiziwufeng is committed to providing each customer with the highest standard of customer service.,Business Name:wufengweizishanghang,chacheng23zhuang2-3haowufengxianyuyangguanzhenhubeishengyichangshi443413CN,9,0,0,0,19,6,NYKK,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=NYKK
15-Nov-20,Garden,Seller 1015,Seller 1015-link,Seller 1015-storefrontlink,"1-16 of over 30,000 results",95% positive in the last 12 months (20 ratings),welcome zjm is committed to providing each customer with the highest standard of customer service.,Business Name:LinXianZhuanWaNongYeKeJiYouXianGongSi,LinXianTuBanZhenZhuanWaCunShanXiShengChina033214CN,4,0,7,5,0,0,WZF,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=WZF
15-Nov-20,Garden,Seller 1016,Seller 1016-link,Seller 1016-storefrontlink,1-16 of 390 results,97% positive in the last 12 months (232 ratings),"weldingtool ist ein Unternehmensbereich der
 REHM Schweißtechnik GmbH in Chemnitz REHM Schweißtechnik GmbH 
Annaberger Str. 66-68
 09120 Chemnitz
 Telefon +49(0)371 481932-40 
 Telefax +49(0)371 481932-99
info@weldingtool.de
 Geschäftsführung: Marko Trache 
 UST-ID nach § 27a UStG: DE165822098
 Steuernummer: 215/117/02965
Registergericht: Chemnitz
 Registernummer: HRB 10456
 Den Link auf die Online-Streitbeilegungs-Plattform der EU erreichen Sie, indem Sie auf den untenstehenden Link „Mehr lesen“ klicken.
Di...",Business Name:REHM Schweißtechnik GmbH,Annaberger Str. 66-68ChemnitzSachsen09120DE,15,0,4,2,252,180,SCAPP,https://www.amazon.de/-/en/SCAPP/b/ref=bl_dp_s_web_19878558031?ie=UTF8&node=19878558031&field-lbr_brands_browse-bin=SCAPP
15-Nov-20,Garden,Seller 1017,Seller 1017-link,Seller 1017-storefrontlink,"1-16 of over 4,000 results",,wenjiangqushangyangyebaihuodian is committed to providing each customer with the highest standard of customer service.,Business Name:wenjiangqushangyangyebaihuodian,wenjiangqunanjianglu208hao1dong7ceng714hao03229haochengdoushisichuansheng610000CN,1,0,0,0,0,0,shenguang,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=shenguang
15-Nov-20,Garden,Seller 1018,Seller 1018-link,Seller 1018-storefrontlink,"1-16 of over 2,000 results",100% positive lifetime (1 total ratings),WenJiaShangGDSH is committed to providing each customer with the highest standard of customer service.,Business Name:PingDingShanShiWenJiaShangMaoYouXianGongSi,3HaoLou1DanYuan2LouDongHuWeiDongQuYueTaiHeXiaoQuHeNanShengPingDingShanShi467000CN,4,0,0,0,1,0,WenJiaShanGDSH,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=WenJiaShanGDSH
15-Nov-20,Garden,Seller 1019,Seller 1019-link,Seller 1019-storefrontlink,1-16 of 598 results,,wenxiaou is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshi honglin dianzishangwuyouxiangongsi,pingandadao1hao huananchengtiedongwuliuqu 13dong1312longgangqu pinghujiedao pinghushequshenzhenshiguangdongsheng518000CN,2,0,0,0,1,0,WENXIA,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=WENXIA
15-Nov-20,Garden,Seller 1020,Seller 1020-link,Seller 1020-storefrontlink,"1-16 of over 20,000 results",100% positive lifetime (1 total ratings),wenxiupin is committed to providing each customer with the highest standard of customer service.,Business Name:xianshiyantaquwenxiupingshangmaobu,yantaqupanjiazhuang31haoxianshishanxisheng710000CN,0,0,0,0,0,0,wenxiupin,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=wenxiupin
15-Nov-20,Garden,Seller 1021,Seller 1021-link,Seller 1021-storefrontlink,"1-16 of over 6,000 results",100% positive in the last 12 months (20 ratings),WenXveJiaYou is committed to providing each customer with the highest standard of customer service.,Business Name:TaiYuanShiJinXiuQianHongNongYeKeJiYouXianGongSi,XiaoDianQu BeiGeZhenGaoCunHongShengLuNan6HaoTaiYuanShiShanXiSheng030000CN,15,0,0,0,1071,7,PLLXY,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=PLLXY
15-Nov-20,Garden,Seller 1022,Seller 1022-link,Seller 1022-storefrontlink,"1-16 of over 1,000 results",100% positive lifetime (24 total ratings),"Kai Bernhard
 Eichholz 11
 D-25524 Heiligenstedten
 
 Tel: 04821-9576560
 Fax: 04821-9576561
 
 E-Mail: amazon@werkzeug-direkt.com  
     Kundenservice und Logistik:  Werkzeug-Direkt
 Dorfstr. 2a
 D-25524 Itzehoe  E-Mail: amazon@werkzeug-direkt.com  
   
 
  
 Gewerberegister: Gemeinde Heiligenstedten  Nr. 1996563
 Umsatzsteuer-Identifikationsnummer gemäß § 27a Umsatzsteuergesetz: DE 135137911
 
 Haftungshinweis:Trotz sorgfältiger inhaltlicher Kontrolle übernehmen wir keine Haftung für die Inhalte externer Links...",Business Name:Werkzeug-Direkt,Dorfstrasse2aItzehoe25524DE,15,0,0,0,450,361,Visit the BGS Store,https://www.amazon.de/-/en/stores/BGS+technic+-+Handwerkzeuge+und+Spezialwerkzeuge+f%C3%BCr+das+KFZ-Handwerk+und+die+Industrie/page/7ED49094-3A94-4D10-AA20-A7D565540265?ref_=ast_bln
15-Nov-20,Garden,Seller 1023,Seller 1023-link,Seller 1023-storefrontlink,1-16 of 719 results,95% positive in the last 12 months (307 ratings),"Impressum

Gesetzliche Anbieterkennung:

ema Walter Kalberlah GmbH
diese vertreten durch den Geschäftsführer Heidemarie Kalberlah
Blumenstr. 20
06406 Bernburg
Deutschland
Telefon: 03471621561
Telefax: 03471624684
E-Mail: amazon2015@werkzeugladen24.com
USt-IdNr.: DE 201191110
eingetragen im Handelsregister des Amtsgerichtes Stendal
Handelsregisternummer HRB 15387





Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter //ec.europa.e...",Business Name:ema Walter Kalberlah GmbH,Blumenstraße 2020Bernburg (saale)06406DE,16,6,5,4,6397,2761,Ryobi,https://www.amazon.de/-/en/Ryobi/b/ref=bl_dp_s_web_1717372031?ie=UTF8&node=1717372031&field-lbr_brands_browse-bin=Ryobi
15-Nov-20,Garden,Seller 1024,Seller 1024-link,Seller 1024-storefrontlink,1-16 of 796 results,91% positive in the last 12 months (32 ratings),WERTAZ is committed to providing each customer with the highest standard of customer service.,Business Name:Xu Zhou You Li Lai Liang You Mao Yi CO Ltd,Ying Bin Da Dao Xin Shi Ji Fu Wu Zhong Xin 1#303ShiXu Zhou Shi Quan Shan QuCHINA221000CN,16,0,0,3,106,84,SUPEWOLD,https://www.amazon.de/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=SUPEWOLD
15-Nov-20,Garden,Seller 1025,Seller 1025-link,Seller 1025-storefrontlink,"1-16 of over 10,000 results",86% positive in the last 12 months (28 ratings),WESEEDOO is committed to providing each customer with the highest standard of customer service.,Business Name:SHEN ZHEN SHI WEI SHI DA KE JI YOU XIAN GONG SI,LONGHUAQULONGHUAJIEDAOGONGYEDONGLULIJINCHENGKEJIGONGYEYUAN8DONG5LOU507SHENZHENGUANGDONG518000CN,1,0,0,11,33,3,WESEEDOO,https://www.amazon.de/-/en/WESEEDOO/b/ref=bl_dp_s_web_16183644031?ie=UTF8&node=16183644031&field-lbr_brands_browse-bin=WESEEDOO
15-Nov-20,Garden,Seller 1026,Seller 1026-link,Seller 1026-storefrontlink,1-16 of 922 results,88% positive in the last 12 months (75 ratings),WE-WIN is committed to providing each customer with the highest standard of customer service.,Business Name:xi an tian chou dianzishangwu youxiangongsi,jingjijishukaifaqu fengchengyilunankangxincun125haanxi710000CN,3,29,24,11,100,65,WE-WIN,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=WE-WIN
15-Nov-20,Garden,Seller 1027,Seller 1027-link,Seller 1027-storefrontlink,1-16 of 295 results,79% positive in the last 12 months (14 ratings),WFhomeEU is committed to providing each customer with the highest standard of customer service.,Business Name:hangzhouyoujiadedianzishangwuyouxiangongsi,yuhangqucangqianjiedaohaichuangkejizhongxin3dong11lou1114-2hangzhouzhejiang311100CN,4,0,17,14,101,11,WFhomeEU,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=WFhomeEU
